timestamp,protocol,length,src_ip,dst_ip,src_port,dst_port,tcp_flags
1757465684.835737,TCP,66,54.187.119.242,172.16.81.49,443,49328,16
1757465684.835738,TCP,66,54.187.119.242,172.16.81.49,443,49328,16
1757465684.835739,TCP,66,54.187.119.242,172.16.81.49,443,49328,16
1757465684.83574,TLS,340,54.187.119.242,172.16.81.49,0,0,24
1757465684.835741,TLS,157,54.187.119.242,172.16.81.49,0,0,24
1757465684.835986,TCP,66,172.16.81.49,54.187.119.242,49328,443,16
1757465684.836588,TLS,104,172.16.81.49,54.187.119.242,0,0,24
1757465684.837503,TLS,307,54.187.119.242,172.16.81.49,0,0,24
1757465684.837594,TCP,66,172.16.81.49,54.187.119.242,49328,443,16
1757465684.856119,MNDP,181,172.16.81.1,255.255.255.255,0,0,0
1757465684.856122,ARP,60,0.0.0.0,0.0.0.0,0,0,0
1757465684.959531,TCP,66,54.187.119.242,172.16.81.49,443,49328,16
1757465685.042775,TLS,141,172.16.81.49,34.224.147.117,0,0,24
1757465685.043344,TLS,141,172.16.81.49,34.224.147.117,0,0,24
1757465685.166974,TCP,66,34.224.147.117,172.16.81.49,443,62758,16
1757465685.166977,TCP,66,34.224.147.117,172.16.81.49,443,62755,16
1757465685.541192,TLS,120,172.16.81.49,34.224.147.117,0,0,24
1757465685.640628,TCP,66,34.224.147.117,172.16.81.49,443,62758,16
1757465685.64063,TLS,122,34.224.147.117,172.16.81.49,0,0,24
1757465685.640885,TCP,66,172.16.81.49,34.224.147.117,62758,443,16
1757465685.687445,TLS,91,208.103.161.1,172.16.81.49,0,0,24
1757465685.687995,TCP,66,172.16.81.49,208.103.161.1,65227,443,16
1757465685.689574,TLS,95,172.16.81.49,208.103.161.1,0,0,24
1757465685.701148,TCP,66,208.103.161.1,172.16.81.49,443,65227,16
1757465685.879218,ARP,60,0.0.0.0,0.0.0.0,0,0,0
1757465686.124126,TCP,66,172.16.81.49,54.187.119.242,49328,443,17
1757465686.244031,TCP,66,54.187.119.242,172.16.81.49,443,49328,17
1757465686.244375,TCP,66,172.16.81.49,54.187.119.242,49328,443,16
1757465686.564607,TCP,66,172.16.81.49,35.186.224.31,49327,443,17
1757465686.566397,QUIC,287,172.253.115.95,172.16.81.49,0,0,0
1757465686.577544,TCP,66,35.186.224.31,172.16.81.49,443,49327,17
1757465686.577888,TCP,66,172.16.81.49,35.186.224.31,49327,443,16
1757465686.593568,QUIC,287,172.253.115.95,172.16.81.49,0,0,0
1757465686.59407,QUIC,75,172.16.81.49,172.253.115.95,0,0,0
1757465687.005576,QUIC,287,172.253.115.95,172.16.81.49,0,0,0
1757465687.005579,QUIC,287,172.253.115.95,172.16.81.49,0,0,0
1757465687.006169,QUIC,75,172.16.81.49,172.253.115.95,0,0,0
1757465687.006286,QUIC,77,172.16.81.49,172.253.115.95,0,0,0
1757465687.015711,QUIC,287,172.253.115.95,172.16.81.49,0,0,0
1757465687.016098,QUIC,79,172.16.81.49,172.253.115.95,0,0,0
1757465687.036495,TLS,347,142.251.16.95,172.16.81.49,0,0,24
1757465687.036918,TCP,66,172.16.81.49,142.251.16.95,49196,443,16
1757465687.038787,TLS,101,172.16.81.49,142.251.16.95,0,0,24
1757465687.038885,TLS,101,172.16.81.49,142.251.16.95,0,0,24
1757465687.050854,TCP,66,142.251.16.95,172.16.81.49,443,49196,16
1757465687.51881,TLS,151,142.251.16.95,172.16.81.49,0,0,24
1757465687.519164,TCP,66,172.16.81.49,142.251.16.95,49196,443,16
1757465687.520993,TLS,101,172.16.81.49,142.251.16.95,0,0,24
1757465687.537874,TCP,66,142.251.16.95,172.16.81.49,443,49196,16
1757465688.029581,ARP,60,0.0.0.0,0.0.0.0,0,0,0
1757465688.440685,TCP,66,138.197.228.15,172.16.81.49,443,64054,16
1757465688.44079,TCP,66,172.16.81.49,138.197.228.15,64054,443,16
1757465689.054522,ARP,60,0.0.0.0,0.0.0.0,0,0,0
1757465689.055343,TLS,233,142.251.16.95,172.16.81.49,0,0,24
1757465689.055699,TCP,66,172.16.81.49,142.251.16.95,49196,443,16
1757465689.057402,TLS,101,172.16.81.49,142.251.16.95,0,0,24
1757465689.069062,TCP,66,142.251.16.95,172.16.81.49,443,49196,16
1757465689.310641,TLS,120,208.103.161.2,172.16.81.49,0,0,24
1757465689.311091,TCP,66,172.16.81.49,208.103.161.2,65230,443,16
1757465689.31266,TLS,124,172.16.81.49,208.103.161.2,0,0,24
1757465689.324102,TCP,66,208.103.161.2,172.16.81.49,443,65230,16
1757465689.481439,TLS,90,17.253.21.136,172.16.81.49,0,0,24
1757465689.481442,TCP,66,17.253.21.136,172.16.81.49,443,50958,17
1757465689.482561,TCP,66,172.16.81.49,17.253.21.136,50958,443,16
1757465689.483601,TLS,90,172.16.81.49,17.253.21.136,0,0,24
1757465689.484199,TCP,66,172.16.81.49,17.253.21.136,50958,443,17
1757465689.495137,TCP,60,17.253.21.136,172.16.81.49,443,50958,4
1757465689.495138,TCP,60,17.253.21.136,172.16.81.49,443,50958,4
1757465689.668384,ARP,60,0.0.0.0,0.0.0.0,0,0,0
1757465689.668498,ARP,42,0.0.0.0,0.0.0.0,0,0,0
1757465689.827838,TLS,176,34.120.52.64,172.16.81.49,0,0,24
1757465689.828136,TCP,66,172.16.81.49,34.120.52.64,65485,443,16
1757465689.833331,TLS,215,172.16.81.49,34.120.52.64,0,0,24
1757465689.844737,TCP,66,34.120.52.64,172.16.81.49,443,65485,16
1757465689.847352,QUIC,1203,172.16.81.49,35.186.224.24,0,0,0
1757465689.884567,QUIC,70,35.186.224.24,172.16.81.49,0,0,0
1757465689.902312,TLS,98,138.197.228.15,172.16.81.49,0,0,24
1757465689.902716,TCP,66,172.16.81.49,138.197.228.15,64054,443,16
1757465689.902949,QUIC,129,35.186.224.24,172.16.81.49,0,0,0
1757465689.903483,QUIC,77,172.16.81.49,35.186.224.24,0,0,0
1757465689.904337,TLS,101,172.16.81.49,138.197.228.15,0,0,24
1757465689.904424,TLS,101,172.16.81.49,138.197.228.15,0,0,24
1757465689.922058,TCP,66,138.197.228.15,172.16.81.49,443,64054,16
1757465689.92206,TCP,66,138.197.228.15,172.16.81.49,443,64054,16
1757465689.940566,QUIC,66,35.186.224.24,172.16.81.49,0,0,0
1757465690.07769,ARP,60,0.0.0.0,0.0.0.0,0,0,0
1757465690.457629,SSDP,213,172.16.81.49,239.255.255.250,0,0,0
1757465690.554161,TCP,77,34.158.255.62,172.16.81.49,80,64103,24
1757465690.554387,TCP,66,172.16.81.49,34.158.255.62,64103,80,16
1757465691.000682,TLS,152,142.251.16.95,172.16.81.49,0,0,24
1757465691.001366,TCP,66,172.16.81.49,142.251.16.95,49196,443,16
1757465691.002603,TLS,101,172.16.81.49,142.251.16.95,0,0,24
1757465691.014638,TCP,66,142.251.16.95,172.16.81.49,443,49196,16
1757465691.101702,ARP,60,0.0.0.0,0.0.0.0,0,0,0
1757465691.458945,SSDP,213,172.16.81.49,239.255.255.250,0,0,0
1757465691.567762,TLS,129,172.16.81.49,34.120.52.64,0,0,24
1757465691.57975,TCP,66,34.120.52.64,172.16.81.49,443,65485,16
1757465691.583162,DATA,561,172.16.81.49,142.251.16.139,0,0,0
1757465691.58394,TLS,1454,172.16.81.49,172.64.146.215,0,0,16
1757465691.583941,TCP,1454,172.16.81.49,172.64.146.215,49194,443,16
1757465691.583942,TCP,1454,172.16.81.49,172.64.146.215,49194,443,16
1757465691.583942,TCP,1454,172.16.81.49,172.64.146.215,49194,443,16
1757465691.583962,TLS,1141,172.16.81.49,172.64.146.215,0,0,24
1757465691.583987,TLS,105,172.16.81.49,172.64.146.215,0,0,24
1757465691.583998,TLS,428,172.16.81.49,172.64.146.215,0,0,24
1757465691.591283,TLS,126,34.120.52.64,172.16.81.49,0,0,24
1757465691.591373,TCP,66,172.16.81.49,34.120.52.64,65485,443,16
1757465691.597818,TCP,66,172.64.146.215,172.16.81.49,443,49194,16
1757465691.597819,TCP,66,172.64.146.215,172.16.81.49,443,49194,16
1757465691.597819,TCP,66,172.64.146.215,172.16.81.49,443,49194,16
1757465691.597819,TCP,66,172.64.146.215,172.16.81.49,443,49194,16
1757465691.59782,TCP,66,172.64.146.215,172.16.81.49,443,49194,16
1757465691.59782,TCP,66,172.64.146.215,172.16.81.49,443,49194,16
1757465691.59782,TLS,105,172.64.146.215,172.16.81.49,0,0,24
1757465691.59782,DATA,75,142.251.16.139,172.16.81.49,0,0,0
1757465691.597973,TCP,66,172.16.81.49,172.64.146.215,49194,443,16
1757465691.598413,DATA,503,172.16.81.49,142.251.16.139,0,0,0
1757465691.599401,DATA,1285,172.16.81.49,142.251.16.139,0,0,0
1757465691.599426,DATA,1292,172.16.81.49,142.251.16.139,0,0,0
1757465691.599428,DATA,1292,172.16.81.49,142.251.16.139,0,0,0
1757465691.599429,DATA,1026,172.16.81.49,142.251.16.139,0,0,0
1757465691.604573,DATA,402,172.16.81.49,142.251.16.139,0,0,0
1757465691.60559,DATA,401,172.16.81.49,142.251.16.139,0,0,0
1757465691.615501,DATA,78,142.251.16.139,172.16.81.49,0,0,0
1757465691.618971,DATA,75,172.16.81.49,142.251.16.139,0,0,0
1757465691.619766,DATA,78,142.251.16.139,172.16.81.49,0,0,0
1757465691.623146,DATA,75,172.16.81.49,142.251.16.139,0,0,0
1757465691.623473,DATA,1292,142.251.16.139,172.16.81.49,0,0,0
1757465691.623474,DATA,1292,142.251.16.139,172.16.81.49,0,0,0
1757465691.623554,DATA,824,142.251.16.139,172.16.81.49,0,0,0
1757465691.623555,DATA,117,142.251.16.139,172.16.81.49,0,0,0
1757465691.626611,DATA,82,172.16.81.49,142.251.16.139,0,0,0
1757465691.634354,DATA,366,142.251.16.139,172.16.81.49,0,0,0
1757465691.634355,DATA,170,142.251.16.139,172.16.81.49,0,0,0
1757465691.637919,DATA,85,172.16.81.49,142.251.16.139,0,0,0
1757465691.640872,DATA,68,142.251.16.139,172.16.81.49,0,0,0
1757465691.652592,DATA,68,142.251.16.139,172.16.81.49,0,0,0
1757465691.653282,DATA,1197,142.251.16.139,172.16.81.49,0,0,0
1757465691.656457,DATA,82,172.16.81.49,142.251.16.139,0,0,0
1757465691.670704,DATA,68,142.251.16.139,172.16.81.49,0,0,0
1757465691.709376,TLS,1514,172.64.146.215,172.16.81.49,0,0,16
1757465691.709378,TLS,1161,172.64.146.215,172.16.81.49,0,0,24
1757465691.709379,TLS,117,172.64.146.215,172.16.81.49,0,0,24
1757465691.709379,TLS,97,172.64.146.215,172.16.81.49,0,0,24
1757465691.709537,TCP,66,172.16.81.49,172.64.146.215,49194,443,16
1757465691.710293,TLS,101,172.16.81.49,172.64.146.215,0,0,24
1757465691.719527,DATA,592,172.16.81.49,142.251.16.139,0,0,0
1757465691.738598,DATA,75,142.251.16.139,172.16.81.49,0,0,0
1757465691.74253,DATA,75,172.16.81.49,142.251.16.139,0,0,0
1757465691.763088,TCP,66,172.64.146.215,172.16.81.49,443,49194,16
1757465691.780321,DATA,1292,142.251.16.139,172.16.81.49,0,0,0
1757465691.783468,DATA,75,172.16.81.49,142.251.16.139,0,0,0
1757465691.826162,DATA,433,142.251.16.139,172.16.81.49,0,0,0
1757465691.826677,DATA,83,172.16.81.49,142.251.16.139,0,0,0
1757465691.82705,DATA,1292,142.251.16.139,172.16.81.49,0,0,0
1757465691.827051,DATA,640,142.251.16.139,172.16.81.49,0,0,0
1757465691.830077,DATA,76,172.16.81.49,142.251.16.139,0,0,0
1757465691.830194,DATA,83,172.16.81.49,142.251.16.139,0,0,0
1757465691.873987,DATA,75,172.16.81.49,142.251.16.139,0,0,0
1757465691.935995,DATA,69,142.251.16.139,172.16.81.49,0,0,0
1757465691.971496,TLS,399,192.178.155.95,172.16.81.49,0,0,24
1757465691.971759,TCP,66,172.16.81.49,192.178.155.95,49324,443,16
1757465691.974026,TLS,101,172.16.81.49,192.178.155.95,0,0,24
1757465691.974137,TLS,101,172.16.81.49,192.178.155.95,0,0,24
1757465691.985561,TCP,66,192.178.155.95,172.16.81.49,443,49324,16
1757465691.985562,TCP,66,192.178.155.95,172.16.81.49,443,49324,16
1757465692.125864,ARP,60,0.0.0.0,0.0.0.0,0,0,0
1757465692.46,SSDP,213,172.16.81.49,239.255.255.250,0,0,0
1757465692.608463,TLS,400,192.178.155.95,172.16.81.49,0,0,24
1757465692.608752,TCP,66,172.16.81.49,192.178.155.95,49324,443,16
1757465692.64967,TLS,98,172.16.81.49,35.186.224.46,0,0,24
1757465692.665715,TCP,66,35.186.224.46,172.16.81.49,443,50251,16
1757465692.685143,TLS,94,35.186.224.46,172.16.81.49,0,0,24
1757465692.685783,TCP,66,172.16.81.49,35.186.224.46,50251,443,16
1757465692.721173,TLS,105,172.64.146.215,172.16.81.49,0,0,24
1757465692.721483,TCP,66,172.16.81.49,172.64.146.215,49194,443,16
1757465692.723268,TLS,101,172.16.81.49,172.64.146.215,0,0,24
1757465692.735251,TCP,66,172.64.146.215,172.16.81.49,443,49194,16
1757465692.899633,TCP,54,172.16.81.49,172.253.122.188,62670,5228,16
1757465692.990928,TCP,66,172.253.122.188,172.16.81.49,5228,62670,16
1757465693.252118,ARP,60,0.0.0.0,0.0.0.0,0,0,0
1757465693.460686,SSDP,213,172.16.81.49,239.255.255.250,0,0,0
1757465693.546657,TCP,78,172.16.81.49,172.64.155.209,49329,443,2
1757465693.559407,TCP,74,172.64.155.209,172.16.81.49,443,49329,18
1757465693.559652,TCP,66,172.16.81.49,172.64.155.209,49329,443,16
1757465693.560217,TLS,1454,172.16.81.49,172.64.155.209,0,0,16
1757465693.56026,TLS,670,172.16.81.49,172.64.155.209,0,0,24
1757465693.572422,TCP,66,172.64.155.209,172.16.81.49,443,49329,16
1757465693.572424,TCP,66,172.64.155.209,172.16.81.49,443,49329,16
1757465693.57452,TLS,1514,172.64.155.209,172.16.81.49,0,0,16
1757465693.574522,TCP,1514,172.64.155.209,172.16.81.49,443,49329,16
1757465693.574523,TLS,450,172.64.155.209,172.16.81.49,0,0,24
1757465693.574643,TCP,66,172.16.81.49,172.64.155.209,49329,443,16
1757465693.575971,TLS,130,172.16.81.49,172.64.155.209,0,0,24
1757465693.576314,TLS,158,172.16.81.49,172.64.155.209,0,0,24
1757465693.577548,TLS,1454,172.16.81.49,172.64.155.209,0,0,16
1757465693.577553,TCP,1454,172.16.81.49,172.64.155.209,49329,443,16
1757465693.577556,TCP,1454,172.16.81.49,172.64.155.209,49329,443,16
1757465693.577621,TLS,1154,172.16.81.49,172.64.155.209,0,0,24
1757465693.577732,TLS,915,172.16.81.49,172.64.155.209,0,0,24
1757465693.587392,TLS,594,172.64.155.209,172.16.81.49,0,0,24
1757465693.587571,TCP,66,172.16.81.49,172.64.155.209,49329,443,16
1757465693.58788,TLS,97,172.16.81.49,172.64.155.209,0,0,24
1757465693.588924,TLS,97,172.64.155.209,172.16.81.49,0,0,24
1757465693.588996,TCP,66,172.16.81.49,172.64.155.209,49329,443,16
1757465693.589795,TCP,66,172.64.155.209,172.16.81.49,443,49329,16
1757465693.589796,TCP,66,172.64.155.209,172.16.81.49,443,49329,16
1757465693.600685,TCP,66,172.64.155.209,172.16.81.49,443,49329,16
1757465693.694166,TLS,707,172.64.155.209,172.16.81.49,0,0,24
1757465693.694286,TCP,66,172.16.81.49,172.64.155.209,49329,443,16
1757465693.735698,TLS,113,172.64.155.209,172.16.81.49,0,0,24
1757465693.735699,TLS,97,172.64.155.209,172.16.81.49,0,0,24
1757465693.735797,TCP,66,172.16.81.49,172.64.155.209,49329,443,16
1757465694.276172,ARP,60,0.0.0.0,0.0.0.0,0,0,0
1757465694.541814,TLS,120,172.16.81.49,34.224.147.117,0,0,24
1757465694.564447,TCP,66,34.224.147.117,172.16.81.49,443,62755,16
1757465694.564449,TLS,122,34.224.147.117,172.16.81.49,0,0,24
1757465694.564599,TCP,66,172.16.81.49,34.224.147.117,62755,443,16
1757465695.300202,ARP,60,0.0.0.0,0.0.0.0,0,0,0
1757465695.539839,TLS,120,172.16.81.49,34.224.147.117,0,0,24
1757465695.614324,TLS,122,34.224.147.117,172.16.81.49,0,0,24
1757465695.614424,TCP,66,172.16.81.49,34.224.147.117,62758,443,16
1757465695.710023,MDNS,100,172.16.81.189,224.0.0.251,0,0,0
1757465695.710024,MDNS,120,0.0.0.0,0.0.0.0,0,0,0
1757465695.775376,TCP,66,172.16.81.49,172.64.155.209,49329,443,17
1757465695.788089,TCP,66,172.64.155.209,172.16.81.49,443,49329,17
1757465695.788391,TCP,66,172.16.81.49,172.64.155.209,49329,443,16
1757465695.826037,ARP,42,0.0.0.0,0.0.0.0,0,0,0
1757465695.826041,MDNS,425,172.16.81.49,172.16.81.189,0,0,0
1757465695.829418,ARP,42,0.0.0.0,0.0.0.0,0,0,0
1757465696.045746,TCP,54,172.16.81.49,140.82.113.25,49283,443,16
1757465696.120768,TLS,91,208.103.161.2,172.16.81.49,0,0,24
1757465696.121131,TCP,66,172.16.81.49,208.103.161.2,65230,443,16
1757465696.122204,TLS,95,172.16.81.49,208.103.161.2,0,0,24
1757465696.131188,TCP,66,140.82.113.25,172.16.81.49,443,49283,16
1757465696.134191,TCP,66,208.103.161.2,172.16.81.49,443,65230,16
1757465696.42641,MDNS,138,172.16.81.189,224.0.0.251,0,0,0
1757465696.426412,MDNS,158,0.0.0.0,0.0.0.0,0,0,0
1757465696.529095,ARP,60,0.0.0.0,0.0.0.0,0,0,0
1757465696.54706,TCP,78,172.16.81.49,172.253.63.94,49330,443,2
1757465696.559689,TCP,74,172.253.63.94,172.16.81.49,443,49330,18
1757465696.559932,TCP,66,172.16.81.49,172.253.63.94,49330,443,16
1757465696.560195,TLS,1466,172.16.81.49,172.253.63.94,0,0,16
1757465696.560217,TLS,942,172.16.81.49,172.253.63.94,0,0,24
1757465696.585309,TLS,109,172.16.81.49,35.186.224.46,0,0,24
1757465696.590734,TCP,1466,172.16.81.49,172.253.63.94,49330,443,24
1757465696.621181,TCP,78,172.16.81.49,172.64.145.100,49331,443,2
1757465696.652193,TCP,78,172.253.63.94,172.16.81.49,443,49330,16
1757465696.652195,TCP,66,172.253.63.94,172.16.81.49,443,49330,16
1757465696.652196,TLS,1466,172.253.63.94,172.16.81.49,0,0,16
1757465696.652198,TLS,130,172.253.63.94,172.16.81.49,0,0,24
1757465696.652199,TCP,130,172.253.63.94,172.16.81.49,443,49330,24
1757465696.65248,TCP,1466,172.16.81.49,172.253.63.94,49330,443,16
1757465696.652629,TCP,66,172.16.81.49,172.253.63.94,49330,443,16
1757465696.652685,TCP,78,172.16.81.49,172.253.63.94,49330,443,16
1757465696.653826,TLS,140,172.16.81.49,172.253.63.94,0,0,24
1757465696.654183,TLS,158,172.16.81.49,172.253.63.94,0,0,24
1757465696.654516,TLS,543,172.16.81.49,172.253.63.94,0,0,24
1757465696.661505,TCP,74,172.64.145.100,172.16.81.49,443,49331,18
1757465696.661506,TCP,78,172.253.63.94,172.16.81.49,443,49330,16
1757465696.661696,TCP,66,172.16.81.49,172.64.145.100,49331,443,16
1757465696.662206,TLS,1454,172.16.81.49,172.64.145.100,0,0,16
1757465696.662219,TLS,712,172.16.81.49,172.64.145.100,0,0,24
1757465696.665183,TCP,66,35.186.224.46,172.16.81.49,443,62765,16
1757465696.666954,TCP,78,172.253.63.94,172.16.81.49,443,49330,16
1757465696.666956,TCP,66,172.253.63.94,172.16.81.49,443,49330,16
1757465696.666957,TLS,1026,172.253.63.94,172.16.81.49,0,0,24
1757465696.667092,TCP,66,172.16.81.49,172.253.63.94,49330,443,16
1757465696.667379,TLS,97,172.16.81.49,172.253.63.94,0,0,24
1757465696.668619,TCP,66,172.253.63.94,172.16.81.49,443,49330,16
1757465696.668621,TLS,97,172.253.63.94,172.16.81.49,0,0,24
1757465696.668696,TCP,66,172.16.81.49,172.253.63.94,49330,443,16
1757465696.67135,TLS,577,172.253.63.94,172.16.81.49,0,0,24
1757465696.671351,TLS,140,172.253.63.94,172.16.81.49,0,0,24
1757465696.671352,TLS,97,172.253.63.94,172.16.81.49,0,0,24
1757465696.671353,TLS,105,172.253.63.94,172.16.81.49,0,0,24
1757465696.671411,TCP,66,172.16.81.49,172.253.63.94,49330,443,16
1757465696.673427,TLS,105,172.16.81.49,172.253.63.94,0,0,24
1757465696.674182,TCP,78,172.64.145.100,172.16.81.49,443,49331,16
1757465696.674183,TCP,66,172.64.145.100,172.16.81.49,443,49331,16
1757465696.674321,TCP,1454,172.16.81.49,172.64.145.100,49331,443,16
1757465696.678624,TLS,1514,172.64.145.100,172.16.81.49,0,0,16
1757465696.678627,TCP,1514,172.64.145.100,172.16.81.49,443,49331,16
1757465696.678629,TLS,639,172.64.145.100,172.16.81.49,0,0,24
1757465696.678818,TCP,66,172.16.81.49,172.64.145.100,49331,443,16
1757465696.679829,TLS,130,172.16.81.49,172.64.145.100,0,0,24
1757465696.680026,TLS,158,172.16.81.49,172.64.145.100,0,0,24
1757465696.680115,TLS,235,142.251.16.95,172.16.81.49,0,0,24
1757465696.680277,TCP,66,172.16.81.49,142.251.16.95,49196,443,16
1757465696.680433,TLS,1454,172.16.81.49,172.64.145.100,0,0,16
1757465696.680444,TLS,760,172.16.81.49,172.64.145.100,0,0,24
1757465696.680482,TLS,436,172.16.81.49,172.64.145.100,0,0,24
1757465696.681577,TLS,101,172.16.81.49,142.251.16.95,0,0,24
1757465696.68161,TLS,101,172.16.81.49,142.251.16.95,0,0,24
1757465696.683537,TCP,66,172.253.63.94,172.16.81.49,443,49330,16
1757465696.686268,TCP,78,172.64.145.100,172.16.81.49,443,49331,16
1757465696.690176,TLS,106,35.186.224.46,172.16.81.49,0,0,24
1757465696.690178,TCP,66,172.253.63.94,172.16.81.49,443,49330,16
1757465696.690352,TCP,66,172.16.81.49,35.186.224.46,62765,443,16
1757465696.693518,TCP,66,172.64.145.100,172.16.81.49,443,49331,16
1757465696.69352,TCP,66,172.64.145.100,172.16.81.49,443,49331,16
1757465696.693521,TLS,587,172.64.145.100,172.16.81.49,0,0,24
1757465696.693522,TCP,66,172.64.145.100,172.16.81.49,443,49331,16
1757465696.693596,TCP,66,142.251.16.95,172.16.81.49,443,49196,16
1757465696.693597,TCP,66,142.251.16.95,172.16.81.49,443,49196,16
1757465696.69374,TCP,66,172.16.81.49,172.64.145.100,49331,443,16
1757465696.694253,TLS,97,172.16.81.49,172.64.145.100,0,0,24
1757465696.706082,TCP,66,172.64.145.100,172.16.81.49,443,49331,16
1757465696.854726,TLS,853,172.64.145.100,172.16.81.49,0,0,24
1757465696.854728,TLS,244,172.64.145.100,172.16.81.49,0,0,24
1757465696.854729,TLS,97,172.64.145.100,172.16.81.49,0,0,24
1757465696.854885,TCP,66,172.16.81.49,172.64.145.100,49331,443,16
1757465697.005233,TLS,235,142.251.16.95,172.16.81.49,0,0,24
1757465697.005572,TCP,66,172.16.81.49,142.251.16.95,49196,443,16
1757465697.553009,ARP,60,0.0.0.0,0.0.0.0,0,0,0
1757465697.963948,TLS,151,142.251.163.95,172.16.81.49,0,0,24
1757465697.964423,TCP,66,172.16.81.49,142.251.163.95,62796,443,16
1757465698.360751,DATA,86,172.16.81.49,172.16.81.255,0,0,0
1757465698.577176,ARP,60,0.0.0.0,0.0.0.0,0,0,0
1757465699.225289,TLS,90,172.16.81.49,172.253.63.95,0,0,24
1757465699.226868,TCP,66,172.16.81.49,172.253.63.95,65510,443,17
1757465699.227299,TLS,90,172.16.81.49,172.253.63.95,0,0,24
1757465699.227967,TCP,66,172.16.81.49,172.253.63.95,65509,443,17
1757465699.276712,TCP,60,172.253.63.95,172.16.81.49,443,65510,4
1757465699.276715,TCP,60,172.253.63.95,172.16.81.49,443,65509,4
1757465699.396103,MDNS,138,172.16.81.189,224.0.0.251,0,0,0
1757465699.396106,MDNS,158,0.0.0.0,0.0.0.0,0,0,0
1757465699.805886,ARP,60,0.0.0.0,0.0.0.0,0,0,0
1757465700.77639,TCP,66,172.16.81.49,172.253.63.94,49330,443,17
1757465700.776617,TCP,66,172.16.81.49,172.64.145.100,49331,443,17
1757465700.855879,TCP,66,172.253.63.94,172.16.81.49,443,49330,17
1757465700.855882,TCP,66,172.64.145.100,172.16.81.49,443,49331,17
1757465700.85626,TCP,66,172.16.81.49,172.253.63.94,49330,443,16
1757465700.856423,TCP,66,172.16.81.49,172.64.145.100,49331,443,16
1757465701.570809,QUIC,71,172.16.81.49,172.253.115.95,0,0,0
1757465701.582467,TLS,305,172.16.81.49,18.97.36.68,0,0,24
1757465701.59463,TCP,66,18.97.36.68,172.16.81.49,443,62705,16
1757465701.594631,TLS,184,18.97.36.68,172.16.81.49,0,0,24
1757465701.594806,TCP,66,172.16.81.49,18.97.36.68,62705,443,16
1757465701.611119,QUIC,66,172.253.115.95,172.16.81.49,0,0,0
1757465701.67296,TLS,187,142.251.111.95,172.16.81.49,0,0,24
1757465701.673428,TCP,66,172.16.81.49,142.251.111.95,49160,443,16
1757465701.993193,TLS,90,104.18.39.21,172.16.81.49,0,0,24
1757465701.993617,TCP,66,172.16.81.49,104.18.39.21,49155,443,16
1757465701.993888,TLS,94,172.16.81.49,104.18.39.21,0,0,24
1757465702.0052,TCP,66,104.18.39.21,172.16.81.49,443,49155,16
1757465702.776722,TLS,120,208.103.161.1,172.16.81.49,0,0,24
1757465702.778219,TCP,66,172.16.81.49,208.103.161.1,65227,443,16
1757465702.779411,TLS,124,172.16.81.49,208.103.161.1,0,0,24
1757465702.790857,TCP,66,208.103.161.1,172.16.81.49,443,65227,16
1757465702.980324,ARP,60,0.0.0.0,0.0.0.0,0,0,0
1757465703.494392,TLS,90,104.18.39.21,172.16.81.49,0,0,24
1757465703.494648,TCP,66,172.16.81.49,104.18.39.21,49174,443,16
1757465703.495146,TLS,94,172.16.81.49,104.18.39.21,0,0,24
1757465703.547554,TCP,66,104.18.39.21,172.16.81.49,443,49174,16
1757465703.955885,TCP,78,172.16.81.49,35.186.224.31,49332,443,2
1757465704.000995,TCP,74,35.186.224.31,172.16.81.49,443,49332,18
1757465704.001277,TCP,66,172.16.81.49,35.186.224.31,49332,443,16
1757465704.001691,TLS,1466,172.16.81.49,35.186.224.31,0,0,16
1757465704.001713,TLS,757,172.16.81.49,35.186.224.31,0,0,24
1757465704.014463,TCP,78,35.186.224.31,172.16.81.49,443,49332,16
1757465704.014466,TCP,66,35.186.224.31,172.16.81.49,443,49332,16
1757465704.014683,TCP,1466,172.16.81.49,35.186.224.31,49332,443,16
1757465704.016477,TLS,278,35.186.224.31,172.16.81.49,0,0,24
1757465704.016623,TCP,66,172.16.81.49,35.186.224.31,49332,443,16
1757465704.01692,TLS,130,172.16.81.49,35.186.224.31,0,0,24
1757465704.017092,TLS,158,172.16.81.49,35.186.224.31,0,0,24
1757465704.017283,TLS,963,172.16.81.49,35.186.224.31,0,0,24
1757465704.026239,TCP,78,35.186.224.31,172.16.81.49,443,49332,16
1757465704.029196,TCP,66,35.186.224.31,172.16.81.49,443,49332,16
1757465704.029197,TCP,66,35.186.224.31,172.16.81.49,443,49332,16
1757465704.029198,TCP,66,35.186.224.31,172.16.81.49,443,49332,16
1757465704.029263,TLS,684,35.186.224.31,172.16.81.49,0,0,24
1757465704.02938,TCP,66,172.16.81.49,35.186.224.31,49332,443,16
1757465704.029517,TLS,97,35.186.224.31,172.16.81.49,0,0,24
1757465704.029576,TLS,97,172.16.81.49,35.186.224.31,0,0,24
1757465704.029662,TCP,66,172.16.81.49,35.186.224.31,49332,443,16
1757465704.046822,TCP,66,35.186.224.31,172.16.81.49,443,49332,16
1757465704.063519,TLS,294,35.186.224.31,172.16.81.49,0,0,24
1757465704.063705,TCP,66,172.16.81.49,35.186.224.31,49332,443,16
1757465704.065335,TLS,105,172.16.81.49,35.186.224.31,0,0,24
